ID,Mass,MassUpper,MassLower,Width,WidthUpper,WidthLower,I,G,P,C,Anti,Rank,Status,Name,Quarks,Latex
-3118,2030.000000000000,10.000000000000,5.000000000000,180.000000000000,20.000000000000,30.000000000000,1,0,1,0,1,4,1,Sigma(2030),DDS,\bar{\Sigma}(2030)^{+}
3122,1115.683000000000,0.006000000000,0.006000000000,0.000000000003,0.000000000000,0.000000000000,0,0,1,0,1,4,0,Lambda,uds,\Lambda
-3122,1115.683000000000,0.006000000000,0.006000000000,0.000000000003,0.000000000000,0.000000000000,0,0,1,0,1,4,0,Lambda,UDS,\bar{\Lambda}
3124,1519.500000000000,1.000000000000,1.000000000000,15.600000000000,1.000000000000,1.000000000000,0,0,5,0,1,4,0,Lambda(1520),uds,\Lambda(1520)
-3124,1519.500000000000,1.000000000000,1.000000000000,15.600000000000,1.000000000000,1.000000000000,0,0,5,0,1,4,0,Lambda(1520),UDS,\bar{\Lambda}(1520)
3126,1820.000000000000,5.000000000000,5.000000000000,80.000000000000,10.000000000000,10.000000000000,0,0,1,0,1,4,1,Lambda(1820),uds,\Lambda(1820)
-3126,1820.000000000000,5.000000000000,5.000000000000,80.000000000000,10.000000000000,10.000000000000,0,0,1,0,1,4,1,Lambda(1820),UDS,\bar{\Lambda}(1820)
3128,2100.000000000000,10.000000000000,10.000000000000,200.000000000000,50.000000000000,100.000000000000,0,0,5,0,1,4,1,Lambda(2100),uds,\Lambda(2100)
-3128,2100.000000000000,10.000000000000,10.000000000000,200.000000000000,50.000000000000,100.000000000000,0,0,5,0,1,4,1,Lambda(2100),UDS,\bar{\Lambda}(2100)
3212,1192.642000000000,0.024000000000,0.024000000000,0.008900000000,0.000900000000,0.000800000000,1,0,1,0,1,4,0,Sigma,uds,\Sigma^{0}
-3212,1192.642000000000,0.024000000000,0.024000000000,0.008900000000,0.000900000000,0.000800000000,1,0,1,0,1,4,0,Sigma,UDS,\bar{\Sigma}^{0}
3214,1383.700000000000,1.000000000000,1.000000000000,36.000000000000,5.000000000000,5.000000000000,1,0,1,0,1,4,0,Sigma(1385),uds,\Sigma^{*0}/\Sigma(1385)^{0}
-3214,1383.700000000000,1.000000000000,1.000000000000,36.000000000000,5.000000000000,5.000000000000,1,0,1,0,1,4,0,Sigma(1385),UDS,\bar{\Sigma}^{*0}/\Sigma(1385)^{0}
3216,1775.000000000000,5.000000000000,5.000000000000,120.000000000000,15.000000000000,15.000000000000,1,0,5,0,1,4,1,Sigma(1775),uds,\Sigma(1775)^{0}
-3216,1775.000000000000,5.000000000000,5.000000000000,120.000000000000,15.000000000000,15.000000000000,1,0,5,0,1,4,1,Sigma(1775),UDS,\bar{\Sigma}(1775)^{0}
3218,2030.000000000000,10.000000000000,5.000000000000,180.000000000000,20.000000000000,30.000000000000,1,0,1,0,1,4,1,Sigma(2030),uds,\Sigma(2030)^{0}
-3218,2030.000000000000,10.000000000000,5.000000000000,180.000000000000,20.000000000000,30.000000000000,1,0,1,0,1,4,1,Sigma(2030),UDS,\bar{\Sigma}(2030)^{0}
3222,1189.370000000000,0.070000000000,0.070000000000,0.000000000008,0.000000000000,0.000000000000,1,0,1,0,1,4,0,Sigma,uus,\Sigma^{+}
-3222,1189.370000000000,0.070000000000,0.070000000000,0.000000000008,0.000000000000,0.000000000000,1,0,1,0,1,4,0,Sigma,UUS,\bar{\Sigma}^{-}
3224,1382.800000000000,0.350000000000,0.350000000000,36.000000000000,0.700000000000,0.700000000000,1,0,1,0,1,4,0,Sigma(1385),uus,\Sigma^{*+}/\Sigma(1385)^{+}
-3224,1382.800000000000,0.350000000000,0.350000000000,36.000000000000,0.700000000000,0.700000000000,1,0,1,0,1,4,0,Sigma(1385),UUS,\bar{\Sigma}^{*-}/\Sigma(1385)^{-}
3226,1775.000000000000,5.000000000000,5.000000000000,120.000000000000,15.000000000000,15.000000000000,1,0,5,0,1,4,1,Sigma(1775),uus,\Sigma(1775)^{+}
-3226,1775.000000000000,5.000000000000,5.000000000000,120.000000000000,15.000000000000,15.000000000000,1,0,5,0,1,4,1,Sigma(1775),UUS,\bar{\Sigma}(1775)^{-}
3228,2030.000000000000,10.000000000000,5.000000000000,180.000000000000,20.000000000000,30.000000000000,1,0,1,0,1,4,1,Sigma(2030),uus,\Sigma(2030)^{+}
-3228,2030.000000000000,10.000000000000,5.000000000000,180.000000000000,20.000000000000,30.000000000000,1,0,1,0,1,4,1,Sigma(2030),UUS,\bar{\Sigma}(2030)^{-}
3312,1321.710000000000,0.070000000000,0.070000000000,0.000000000004,0.000000000000,0.000000000000,1/2,0,1,0,1,4,0,Xi,dss,\Xi^-
-3312,1321.710000000000,0.070000000000,0.070000000000,0.000000000004,0.000000000000,0.000000000000,1/2,0,1,0,1,4,0,Xi,DSS,\bar{\Xi}^+
3314,1535.000000000000,0.600000000000,0.600000000000,9.900000000000,1.700000000000,1.900000000000,1/2,0,1,0,1,4,0,Xi(1530),dss,\Xi^{*-}/\Xi(1530)^-
-3314,1535.000000000000,0.600000000000,0.600000000000,9.900000000000,1.700000000000,1.900000000000,1/2,0,1,0,1,4,0,Xi(1530),DSS,\bar{\Xi}^{*+}/\Xi(1530)^+
3322,1314.860000000000,0.200000000000,0.200000000000,0.000000000002,0.000000000000,0.000000000000,1/2,0,1,0,1,4,0,Xi,uss,\Xi^{0}
-3322,1314.860000000000,0.200000000000,0.200000000000,0.000000000002,0.000000000000,0.000000000000,1/2,0,1,0,1,4,0,Xi,USS,\bar{\Xi}^{0}
3324,1531.800000000000,0.320000000000,0.320000000000,9.100000000000,0.500000000000,0.500000000000,1/2,0,1,0,1,4,0,Xi(1530),uss,\Xi^{*0}/\Xi(1530)^{0}
-3324,1531.800000000000,0.320000000000,0.320000000000,9.100000000000,0.500000000000,0.500000000000,1/2,0,1,0,1,4,0,Xi(1530),USS,\bar{\Xi}^{*0}/\Xi(1530)^{0}
3334,1672.450000000000,0.290000000000,0.290000000000,0.000000000008,0.000000000000,0.000000000000,0,0,1,0,1,4,0,Omega,sss,\Omega^-
-3334,1672.450000000000,0.290000000000,0.290000000000,0.000000000008,0.000000000000,0.000000000000,0,0,1,0,1,4,0,Omega,SSS,\bar{\Omega}^+
4112,2453.750000000000,0.140000000000,0.140000000000,1.830000000000,0.110000000000,0.190000000000,1,0,1,0,1,4,0,Sigma(c)(2455),ddc,\Sigma_c^{0}
-4112,2453.750000000000,0.140000000000,0.140000000000,1.830000000000,0.110000000000,0.190000000000,1,0,1,0,1,4,0,Sigma(c)(2455),DDC,\bar{\Sigma_c}^{0}
4114,2518.480000000000,0.200000000000,0.200000000000,15.300000000000,0.400000000000,0.500000000000,1,0,1,0,1,3,0,Sigma(c)(2520),ddc,\Sigma_c^{*0}
-4114,2518.480000000000,0.200000000000,0.200000000000,15.300000000000,0.400000000000,0.500000000000,1,0,1,0,1,3,0,Sigma(c)(2520),DDC,\bar{\Sigma_c}^{*0}
4122,2286.460000000000,0.140000000000,0.140000000000,0.000000003300,0.000000000090,0.000000000090,0,0,1,0,1,4,0,Lambda(c),udc,\Lambda_c^{+}
-4122,2286.460000000000,0.140000000000,0.140000000000,0.000000003300,0.000000000090,0.000000000090,0,0,1,0,1,4,0,Lambda(c),UDC,\bar{\Lambda_c}^{-}
4132,2470.870000000000,0.280000000000,0.310000000000,0.000000005900,0.000000000600,0.000000000600,1/2,0,1,0,1,3,0,Xi(c),dsc,\Xi_c^{0}
-4132,2470.870000000000,0.280000000000,0.310000000000,0.000000005900,0.000000000600,0.000000000600,1/2,0,1,0,1,3,0,Xi(c),DSC,\bar{\Xi_c}^{0}
4212,2452.900000000000,0.400000000000,0.400000000000,4.600000000000,-1.000000000000,1.000000000000,1,0,1,0,1,4,0,Sigma(c)(2455),udc,\Sigma_c^{+}
-4212,2452.900000000000,0.400000000000,0.400000000000,4.600000000000,-1.000000000000,1.000000000000,1,0,1,0,1,4,0,Sigma(c)(2455),UDC,\bar{\Sigma_c}^{-}
4214,2517.500000000000,2.300000000000,2.300000000000,17.000000000000,-1.000000000000,1.000000000000,1,0,1,0,1,3,0,Sigma(c)(2520),udc,\Sigma_c^{*+}
-4214,2517.500000000000,2.300000000000,2.300000000000,17.000000000000,-1.000000000000,1.000000000000,1,0,1,0,1,3,0,Sigma(c)(2520),UDC,\bar{\Sigma_c}^{*-}
4222,2453.970000000000,0.140000000000,0.140000000000,1.890000000000,0.090000000000,0.180000000000,1,0,1,0,1,4,0,Sigma(c)(2455),uuc,\Sigma_c^{++}
-4222,2453.970000000000,0.140000000000,0.140000000000,1.890000000000,0.090000000000,0.180000000000,1,0,1,0,1,4,0,Sigma(c)(2455),UUC,\bar{\Sigma_c}^{--}
4224,2518.410000000000,0.210000000000,0.190000000000,14.780000000000,0.300000000000,0.400000000000,1,0,1,0,1,3,0,Sigma(c)(2520),uuc,\Sigma_c^{*++}
-4224,2518.410000000000,0.210000000000,0.190000000000,14.780000000000,0.300000000000,0.400000000000,1,0,1,0,1,3,0,Sigma(c)(2520),UUC,\bar{\Sigma_c}^{*--}
4232,2467.870000000000,0.300000000000,0.300000000000,0.000000001490,0.000000000090,0.000000000090,1/2,0,1,0,1,3,0,Xi(c),usc,\Xi_c^{+}
-4232,2467.870000000000,0.300000000000,0.300000000000,0.000000001490,0.000000000090,0.000000000090,1/2,0,1,0,1,3,0,Xi(c),USC,\bar{\Xi_c}^{-}
4312,2578.800000000000,0.500000000000,0.500000000000,-1.000000000000,-1.000000000000,1.000000000000,1/2,0,1,0,1,3,0,Xi(c)',dsc,\Xi_c^{\prime 0}
-4312,2578.800000000000,0.500000000000,0.500000000000,-1.000000000000,-1.000000000000,1.000000000000,1/2,0,1,0,1,3,0,Xi(c)',DSC,\bar{\Xi_c}^{\prime 0}
4314,2646.320000000000,0.310000000000,0.310000000000,2.350000000000,0.220000000000,0.220000000000,1/2,0,1,0,1,3,0,Xi(c)(2645),dsc,\Xi_c^{*0}
-4314,2646.320000000000,0.310000000000,0.310000000000,2.350000000000,0.220000000000,0.220000000000,1/2,0,1,0,1,3,0,Xi(c)(2645),DSC,\bar{\Xi_c}^{*0}
4322,2577.400000000000,1.200000000000,1.200000000000,-1.000000000000,-1.000000000000,1.000000000000,1/2,0,1,0,1,3,0,Xi(c)',usc,\Xi_c^{\prime +}
-4322,2577.400000000000,1.200000000000,1.200000000000,-1.000000000000,-1.000000000000,1.000000000000,1/2,0,1,0,1,3,0,Xi(c)',USC,\bar{\Xi_c}^{\prime -}
4324,2645.530000000000,0.310000000000,0.310000000000,2.140000000000,0.190000000000,0.190000000000,1/2,0,1,0,1,3,0,Xi(c)(2645),usc,\Xi_c^{*+}
-4324,2645.530000000000,0.310000000000,0.310000000000,2.140000000000,0.190000000000,0.190000000000,1/2,0,1,0,1,3,0,Xi(c)(2645),USC,\bar{\Xi_c}^{*-}
4332,2695.200000000000,1.700000000000,1.700000000000,0.000000009600,0.000000002100,0.000000001400,0,0,1,0,1,3,0,Omega(c),ssc,\Omega_c^{0}
-4332,2695.200000000000,1.700000000000,1.700000000000,0.000000009600,0.000000002100,0.000000001400,0,0,1,0,1,3,0,Omega(c),SSC,\bar{\Omega_c}^{0}
4334,2765.900000000000,2.000000000000,2.000000000000,-1.000000000000,-1.000000000000,1.000000000000,0,0,1,0,1,3,0,Omega(c)(2770),ssc,\Omega_c^{*0}
-4334,2765.900000000000,2.000000000000,2.000000000000,-1.000000000000,-1.000000000000,1.000000000000,0,0,1,0,1,3,0,Omega(c)(2770),SSC,\bar{\Omega_c}^{*0}
4412,3518.900000000000,0.900000000000,0.900000000000,0.000000020079,-1.000000000000,1.000000000000,?,0,5,0,1,1,2,Xi(cc),dcc,\Xi_{cc}^{+}
-4412,3518.900000000000,0.900000000000,0.900000000000,0.000000020079,-1.000000000000,1.000000000000,?,0,5,0,1,1,2,Xi(cc),DCC,\bar{\Xi_}{cc}^{-}
4422,3518.900000000000,0.900000000000,0.900000000000,0.000000020079,-1.000000000000,1.000000000000,?,0,5,0,1,1,2,Xi(cc),ucc,\Xi_{cc}^{++}
-4422,3518.900000000000,0.900000000000,0.900000000000,0.000000020079,-1.000000000000,1.000000000000,?,0,5,0,1,1,2,Xi(cc),UCC,\bar{\Xi_}{cc}^{--}
5112,5815.500000000000,1.800000000000,1.800000000000,4.900000000000,3.300000000000,2.400000000000,1,0,1,0,1,3,0,Sigma(b),ddb,\Sigma_b^-
-5112,5815.500000000000,1.800000000000,1.800000000000,4.900000000000,3.300000000000,2.400000000000,1,0,1,0,1,3,0,Sigma(b),DDB,\bar{\Sigma_b}^+
5114,5835.099999999999,1.900000000000,1.900000000000,7.500000000000,2.300000000000,2.300000000000,1,0,1,0,1,3,0,Sigma(b)*,ddb,\Sigma_b^{*-}
-5114,5835.099999999999,1.900000000000,1.900000000000,7.500000000000,2.300000000000,2.300000000000,1,0,1,0,1,3,0,Sigma(b)*,DDB,\bar{\Sigma_b}^{*+}
5122,5619.600000000000,0.170000000000,0.170000000000,0.000000000448,0.000000000003,0.000000000003,0,0,1,0,1,3,0,Lambda(b),udb,\Lambda_b^{0}
-5122,5619.600000000000,0.170000000000,0.170000000000,0.000000000448,0.000000000003,0.000000000003,0,0,1,0,1,3,0,Lambda(b),UDB,\bar{\Lambda_b}^{0}
5132,5794.500000000000,1.400000000000,1.400000000000,0.000000000419,0.000000000011,0.000000000011,1/2,0,1,0,1,3,0,Xi(b),usb,\Xi_b^-
-5132,5794.500000000000,1.400000000000,1.400000000000,0.000000000419,0.000000000011,0.000000000011,1/2,0,1,0,1,3,0,Xi(b),USB,\bar{\Xi_b}^+
5212,5807.800000000000,2.700000000000,2.700000000000,-1.000000000000,-1.000000000000,1.000000000000,1,0,1,0,1,3,0,Sigma(b),udb,\Sigma_b^{0}
-5212,5807.800000000000,2.700000000000,2.700000000000,-1.000000000000,-1.000000000000,1.000000000000,1,0,1,0,1,3,0,Sigma(b),UDB,\bar{\Sigma_b}^{0}
5214,5829.000000000000,3.400000000000,3.400000000000,-1.000000000000,-1.000000000000,1.000000000000,1,0,1,0,1,3,0,Sigma(b)*,udb,\Sigma_b^{*0}
-5214,5829.000000000000,3.400000000000,3.400000000000,-1.000000000000,-1.000000000000,1.000000000000,1,0,1,0,1,3,0,Sigma(b)*,UDB,\bar{\Sigma_b}^{*0}
5222,5811.300000000000,1.900000000000,1.900000000000,9.700000000000,4.000000000000,3.000000000000,1,0,1,0,1,3,0,Sigma(b),uub,\Sigma_b^{+}
-5222,5811.300000000000,1.900000000000,1.900000000000,9.700000000000,4.000000000000,3.000000000000,1,0,1,0,1,3,0,Sigma(b),UUB,\bar{\Sigma_b}^{-}
5224,5832.099999999999,1.900000000000,1.900000000000,11.500000000000,2.800000000000,2.800000000000,1,0,1,0,1,3,0,Sigma(b)*,uub,\Sigma_b^{*+}
-5224,5832.099999999999,1.900000000000,1.900000000000,11.500000000000,2.800000000000,2.800000000000,1,0,1,0,1,3,0,Sigma(b)*,UUB,\bar{\Sigma_b}^{*-}
5232,5791.900000000000,0.500000000000,0.500000000000,0.000000000445,0.000000000009,0.000000000009,1/2,0,1,0,1,3,0,Xi(b),dsb,\Xi_b^{0}
-5232,5791.900000000000,0.500000000000,0.500000000000,0.000000000445,0.000000000009,0.000000000009,1/2,0,1,0,1,3,0,Xi(b),DSB,\bar{\Xi_b}^{0}
10111,1474.000000000000,19.000000000000,19.000000000000,265.000000000000,13.000000000000,13.000000000000,1,5,1,1,2,0,0,a(0)(1450),(uU-dD)/sqrt(2),a_{0}(1450)^{0}
10113,1229.500000000000,3.200000000000,3.200000000000,142.000000000000,9.000000000000,9.000000000000,1,1,1,5,2,0,0,b(1)(1235),(uU-dD)/sqrt(2),b_{1}(1235)^{0}
10115,1672.200000000000,3.000000000000,3.000000000000,260.000000000000,9.000000000000,9.000000000000,1,5,5,1,2,0,0,pi(2)(1670),(uU-dD)/sqrt(2),\pi_{2}(1670)^{0}
10211,1474.000000000000,19.000000000000,19.000000000000,265.000000000000,13.000000000000,13.000000000000,1,5,1,0,2,0,0,a(0)(1450),uD,a_{0}(1450)^{+}
-10211,1474.000000000000,19.000000000000,19.000000000000,265.000000000000,13.000000000000,13.000000000000,1,5,1,0,2,0,0,a(0)(1450),Ud,a_{0}(1450)^{-}
10213,1229.500000000000,3.200000000000,3.200000000000,142.000000000000,9.000000000000,9.000000000000,1,1,1,0,2,0,0,b(1)(1235),uD,b_{1}(1235)^{+}
-10213,1229.500000000000,3.200000000000,3.200000000000,142.000000000000,9.000000000000,9.000000000000,1,1,1,0,2,0,0,b(1)(1235),Ud,b_{1}(1235)^{-}
10215,1672.200000000000,3.000000000000,3.000000000000,260.000000000000,9.000000000000,9.000000000000,1,5,5,0,2,0,0,pi(2)(1670),uD,\pi_{2}(1670)^{+}
-10215,1672.200000000000,3.000000000000,3.000000000000,260.000000000000,9.000000000000,9.000000000000,1,5,5,0,2,0,0,pi(2)(1670),Ud,\pi_{2}(1670)^{-}
10223,1170.000000000000,20.000000000000,20.000000000000,360.000000000000,40.000000000000,40.000000000000,0,5,1,5,0,0,0,h(1)(1170),x(uU+dD)+y(sS),h_{1}(1170)
10225,1617.000000000000,5.000000000000,5.000000000000,181.000000000000,11.000000000000,11.000000000000,0,1,5,1,0,0,0,eta(2)(1645),x(uU+dD)+y(sS),\eta_{2}(1645)
10311,1430.000000000000,50.000000000000,50.000000000000,270.000000000000,80.000000000000,80.000000000000,1/2,0,1,0,1,0,0,K(0)*(1430),dS,K_{0}^{*}(1430)^{0}
-10311,1430.000000000000,50.000000000000,50.000000000000,270.000000000000,80.000000000000,80.000000000000,1/2,0,1,0,1,0,0,K(0)*(1430),Ds,\bar{K_}{0}^{*}(1430)^{0}
10313,1272.000000000000,7.000000000000,7.000000000000,90.000000000000,20.000000000000,20.000000000000,1/2,0,1,0,1,0,0,K(1)(1270),dS,K_{1}(1270)^{0}
-10313,1272.000000000000,7.000000000000,7.000000000000,90.000000000000,20.000000000000,20.000000000000,1/2,0,1,0,1,0,0,K(1)(1270),Ds,\bar{K_}{1}(1270)^{0}
10315,1773.000000000000,8.000000000000,8.000000000000,186.000000000000,14.000000000000,14.000000000000,1/2,0,5,0,1,0,0,K(2)(1770),dS,K_{2}(1770)^{0}
-10315,1773.000000000000,8.000000000000,8.000000000000,186.000000000000,14.000000000000,14.000000000000,1/2,0,5,0,1,0,0,K(2)(1770),Ds,\bar{K_}{2}(1770)^{0}
10321,1430.000000000000,50.000000000000,50.000000000000,270.000000000000,80.000000000000,80.000000000000,1/2,0,1,0,1,0,0,K(0)*(1430),uS,K_{0}^{*}(1430)^{+}
-10321,1430.000000000000,50.000000000000,50.000000000000,270.000000000000,80.000000000000,80.000000000000,1/2,0,1,0,1,0,0,K(0)*(1430),Us,\bar{K_}{0}^{*}(1430)^{-}
10323,1272.000000000000,7.000000000000,7.000000000000,90.000000000000,20.000000000000,20.000000000000,1/2,0,1,0,1,0,0,K(1)(1270),uS,K_{1}(1270)^{+}
-10323,1272.000000000000,7.000000000000,7.000000000000,90.000000000000,20.000000000000,20.000000000000,1/2,0,1,0,1,0,0,K(1)(1270),Us,\bar{K_}{1}(1270)^{-}
10325,1773.000000000000,8.000000000000,8.000000000000,186.000000000000,14.000000000000,14.000000000000,1/2,0,5,0,1,0,0,K(2)(1770),uS,K_{2}(1770)^{+}
-10325,1773.000000000000,8.000000000000,8.000000000000,186.000000000000,14.000000000000,14.000000000000,1/2,0,5,0,1,0,0,K(2)(1770),Us,\bar{K_}{2}(1770)^{-}
10331,1723.000000000000,6.000000000000,5.000000000000,139.000000000000,8.000000000000,8.000000000000,0,1,1,1,0,0,0,f(0)(1710),x(uU+dD)+y(sS),f_{0}(1710)
10333,1386.000000000000,19.000000000000,19.000000000000,91.000000000000,30.000000000000,30.000000000000,?,5,1,5,0,0,2,h(1)(1380),x(uU+dD)+y(sS),h_{1}(1380)/h_1^\prime
10335,1842.000000000000,8.000000000000,8.000000000000,225.000000000000,14.000000000000,14.000000000000,0,1,5,1,0,0,2,eta(2)(1870),x(uU+dD)+y(sS),\eta_{2}(1870)
10411,2318.000000000000,29.000000000000,29.000000000000,270.000000000000,40.000000000000,40.000000000000,1/2,0,1,0,1,0,2,D(0)*(2400),cD,D_{0}^{*}(2400)^{+}
-10411,2318.000000000000,29.000000000000,29.000000000000,270.000000000000,40.000000000000,40.000000000000,1/2,0,1,0,1,0,2,D(0)*(2400),Cd,\bar{D_}{0}^{*}(2400)^{-}
10413,2423.400000000000,3.100000000000,3.100000000000,25.000000000000,6.000000000000,6.000000000000,1/2,0,5,0,2,0,2,D(1)(2420),cD,D_{1}(2420)/D_1^{+}(L)^{+}
-10413,2423.400000000000,3.100000000000,3.100000000000,25.000000000000,6.000000000000,6.000000000000,1/2,0,5,0,2,0,2,D(1)(2420),Cd,D_{1}(2420)/D_1^{-}(L)^{-}
10421,2318.000000000000,29.000000000000,29.000000000000,270.000000000000,40.000000000000,40.000000000000,1/2,0,1,0,1,0,2,D(0)*(2400),cU,D_{0}^{*}(2400)^{0}
-10421,2318.000000000000,29.000000000000,29.000000000000,270.000000000000,40.000000000000,40.000000000000,1/2,0,1,0,1,0,2,D(0)*(2400),Cu,\bar{D_}{0}^{*}(2400)^{0}
10423,2420.800000000000,0.500000000000,0.500000000000,31.700000000000,2.500000000000,2.500000000000,1/2,0,1,0,1,0,0,D(1)(2420),cU,D_{1}(2420)/D_1^{0}(L)^{0}
-10423,2420.800000000000,0.500000000000,0.500000000000,31.700000000000,2.500000000000,2.500000000000,1/2,0,1,0,1,0,0,D(1)(2420),Cu,\bar{D_}{1}(2420)/D_1^{0}(L)^{0}
10431,2317.700000000000,0.600000000000,0.600000000000,10.000000000000,-1.000000000000,1.000000000000,0,0,1,0,2,0,0,D(s0)*(2317),cS,D_{s0}^{*+}
-10431,2317.700000000000,0.600000000000,0.600000000000,10.000000000000,-1.000000000000,1.000000000000,0,0,1,0,2,0,0,D(s0)*(2317),Cs,D_{s0}^{*-}
10433,2535.100000000000,0.060000000000,0.060000000000,0.920000000000,0.050000000000,0.050000000000,0,0,1,0,2,0,0,D(s1)(2536),cS,D_{s1}(2536)/D_{s1}^{+}(L)^{+}
-10433,2535.100000000000,0.060000000000,0.060000000000,0.920000000000,0.050000000000,0.050000000000,0,0,1,0,2,0,0,D(s1)(2536),Cs,D_{s1}(2536)/D_{s1}^{-}(L)^{-}
10441,3414.710000000000,0.300000000000,0.300000000000,10.800000000000,0.600000000000,0.600000000000,0,1,1,1,0,0,0,chi(c0)(1P),cC,\chi_{c0}(1P)
10443,3525.380000000000,0.110000000000,0.110000000000,0.700000000000,0.400000000000,0.400000000000,?,5,1,5,0,0,0,h(c)(1P),cC,h_c(1P)
10551,9859.400000000001,0.500000000000,0.500000000000,-1.000000000000,-1.000000000000,1.000000000000,0,1,1,1,0,0,0,chi(b0)(1P),bB,\chi_{b0}(1P)
11114,1710.000000000000,20.000000000000,20.000000000000,300.000000000000,80.000000000000,80.000000000000,3/2,0,5,0,1,4,1,Delta(1700),ddd,\Delta(1700)^{-}
-11114,1710.000000000000,20.000000000000,20.000000000000,300.000000000000,80.000000000000,80.000000000000,3/2,0,5,0,1,4,1,Delta(1700),DDD,\bar{\Delta}(1700)^{+}
11116,1950.000000000000,50.000000000000,50.000000000000,300.000000000000,100.000000000000,100.000000000000,3/2,0,5,0,1,3,1,Delta(1930),ddd,\Delta(1930)^{-}
-11116,1950.000000000000,50.000000000000,50.000000000000,300.000000000000,100.000000000000,100.000000000000,3/2,0,5,0,1,3,1,Delta(1930),DDD,\bar{\Delta}(1930)^{+}
11216,1950.000000000000,50.000000000000,50.000000000000,300.000000000000,100.000000000000,100.000000000000,3/2,0,5,0,1,3,1,Delta(1930),udd,\Delta(1930)^{0}
-11216,1950.000000000000,50.000000000000,50.000000000000,300.000000000000,100.000000000000,100.000000000000,3/2,0,5,0,1,3,1,Delta(1930),UDD,\bar{\Delta}(1930)^{0}
12112,1440.000000000000,30.000000000000,30.000000000000,350.000000000000,100.000000000000,100.000000000000,1/2,0,1,0,1,4,0,N(1440),udd,N(1440)^{0}
-12112,1440.000000000000,30.000000000000,30.000000000000,350.000000000000,100.000000000000,100.000000000000,1/2,0,1,0,1,4,0,N(1440),UDD,\bar{N}(1440)^{0}
12114,1710.000000000000,20.000000000000,20.000000000000,300.000000000000,80.000000000000,80.000000000000,3/2,0,5,0,1,4,1,Delta(1700),udd,\Delta(1700)^{0}
-12114,1710.000000000000,20.000000000000,20.000000000000,300.000000000000,80.000000000000,80.000000000000,3/2,0,5,0,1,4,1,Delta(1700),UDD,\bar{\Delta}(1700)^{0}
12116,1685.000000000000,5.000000000000,5.000000000000,120.000000000000,10.000000000000,5.000000000000,1/2,0,1,0,1,4,1,N(1680),udd,N(1680)^{0}
-12116,1685.000000000000,5.000000000000,5.000000000000,120.000000000000,10.000000000000,5.000000000000,1/2,0,1,0,1,4,1,N(1680),UDD,\bar{N}(1680)^{0}
12126,1950.000000000000,50.000000000000,50.000000000000,300.000000000000,100.000000000000,100.000000000000,3/2,0,5,0,1,3,1,Delta(1930),uud,\Delta(1930)^{+}
-12126,1950.000000000000,50.000000000000,50.000000000000,300.000000000000,100.000000000000,100.000000000000,3/2,0,5,0,1,3,1,Delta(1930),UUD,\bar{\Delta}(1930)^{-}
12212,1440.000000000000,30.000000000000,30.000000000000,350.000000000000,100.000000000000,100.000000000000,1/2,0,1,0,1,4,0,N(1440),uud,N(1440)^{+}
-12212,1440.000000000000,30.000000000000,30.000000000000,350.000000000000,100.000000000000,100.000000000000,1/2,0,1,0,1,4,0,N(1440),UUD,\bar{N}(1440)^{-}
12214,1710.000000000000,20.000000000000,20.000000000000,300.000000000000,80.000000000000,80.000000000000,3/2,0,5,0,1,4,1,Delta(1700),uud,\Delta(1700)^{+}
-12214,1710.000000000000,20.000000000000,20.000000000000,300.000000000000,80.000000000000,80.000000000000,3/2,0,5,0,1,4,1,Delta(1700),UUD,\bar{\Delta}(1700)^{-}
12216,1685.000000000000,5.000000000000,5.000000000000,120.000000000000,10.000000000000,5.000000000000,1/2,0,1,0,1,4,1,N(1680),uud,N(1680)^{+}
-12216,1685.000000000000,5.000000000000,5.000000000000,120.000000000000,10.000000000000,5.000000000000,1/2,0,1,0,1,4,1,N(1680),UUD,\bar{N}(1680)^{-}
12224,1710.000000000000,20.000000000000,20.000000000000,300.000000000000,80.000000000000,80.000000000000,3/2,0,5,0,1,4,1,Delta(1700),uuu,\Delta(1700)^{++}
-12224,1710.000000000000,20.000000000000,20.000000000000,300.000000000000,80.000000000000,80.000000000000,3/2,0,5,0,1,4,1,Delta(1700),UUU,\bar{\Delta}(1700)^{--}
12226,1950.000000000000,50.000000000000,50.000000000000,300.000000000000,100.000000000000,100.000000000000,3/2,0,5,0,1,3,1,Delta(1930),uuu,\Delta(1930)^{++}
-12226,1950.000000000000,50.000000000000,50.000000000000,300.000000000000,100.000000000000,100.000000000000,3/2,0,5,0,1,3,1,Delta(1930),UUU,\bar{\Delta}(1930)^{--}
13112,1660.000000000000,30.000000000000,30.000000000000,100.000000000000,100.000000000000,60.000000000000,1,0,1,0,1,3,0,Sigma(1660),dds,\Sigma(1660)^-
-13112,1660.000000000000,30.000000000000,30.000000000000,100.000000000000,100.000000000000,60.000000000000,1,0,1,0,1,3,0,Sigma(1660),DDS,\bar{\Sigma}(1660)^+
13114,1670.000000000000,15.000000000000,5.000000000000,60.000000000000,20.000000000000,20.000000000000,1,0,5,0,1,4,1,Sigma(1670),dds,\Sigma(1670)^-
-13114,1670.000000000000,15.000000000000,5.000000000000,60.000000000000,20.000000000000,20.000000000000,1,0,5,0,1,4,1,Sigma(1670),DDS,\bar{\Sigma}(1670)^+
