ID,Mass,MassUpper,MassLower,Width,WidthUpper,WidthLower,I,G,P,C,Anti,Rank,Status,Name,Quarks,Latex
2116,1675.000000000000,5.000000000000,10.000000000000,145.000000000000,15.000000000000,15.000000000000,1/2,0,5,0,1,4,1,N(1675),udd,N(1675)^{0}
-2116,1675.000000000000,5.000000000000,10.000000000000,145.000000000000,15.000000000000,15.000000000000,1/2,0,5,0,1,4,1,N(1675),UDD,\bar{N}(1675)^{0}
2118,1930.000000000000,20.000000000000,15.000000000000,280.000000000000,50.000000000000,50.000000000000,3/2,0,1,0,1,4,1,Delta(1950),udd,\Delta(1950)^{0}
-2118,1930.000000000000,20.000000000000,15.000000000000,280.000000000000,50.000000000000,50.000000000000,3/2,0,1,0,1,4,1,Delta(1950),UDD,\bar{\Delta}(1950)^{0}
2122,1610.000000000000,20.000000000000,20.000000000000,130.000000000000,20.000000000000,20.000000000000,3/2,0,5,0,1,4,0,Delta(1620),uud,\Delta(1620)^{+}
-2122,1610.000000000000,20.000000000000,20.000000000000,130.000000000000,20.000000000000,20.000000000000,3/2,0,5,0,1,4,0,Delta(1620),UUD,\bar{\Delta}(1620)^{-}
2124,1515.000000000000,5.000000000000,5.000000000000,110.000000000000,10.000000000000,10.000000000000,1/2,0,5,0,1,4,0,N(1520),uud,N(1520)^{+}
-2124,1515.000000000000,5.000000000000,5.000000000000,110.000000000000,10.000000000000,10.000000000000,1/2,0,5,0,1,4,0,N(1520),UUD,\bar{N}(1520)^{-}
2126,1880.000000000000,30.000000000000,25.000000000000,330.000000000000,70.000000000000,60.000000000000,3/2,0,1,0,1,4,1,Delta(1905),uud,\Delta(1905)^{+}
-2126,1880.000000000000,30.000000000000,25.000000000000,330.000000000000,70.000000000000,60.000000000000,3/2,0,1,0,1,4,1,Delta(1905),UUD,\bar{\Delta}(1905)^{-}
2128,2180.000000000000,40.000000000000,40.000000000000,400.000000000000,100.000000000000,100.000000000000,1/2,0,5,0,1,4,1,N(2190),uud,N(2190)^{+}
-2128,2180.000000000000,40.000000000000,40.000000000000,400.000000000000,100.000000000000,100.000000000000,1/2,0,5,0,1,4,1,N(2190),UUD,\bar{N}(2190)^{-}
2212,938.272081000000,0.000006000000,0.000006000000,0.000000000000,0.000000000000,0.000000000000,1/2,0,1,0,1,4,0,p,uud,p
-2212,938.272081000000,0.000006000000,0.000006000000,0.000000000000,0.000000000000,0.000000000000,1/2,0,1,0,1,4,0,p,UUD,\bar{p}
2214,1232.000000000000,2.000000000000,2.000000000000,117.000000000000,3.000000000000,3.000000000000,3/2,0,1,0,1,4,0,Delta(1232),uud,\Delta^{+}
-2214,1232.000000000000,2.000000000000,2.000000000000,117.000000000000,3.000000000000,3.000000000000,3/2,0,1,0,1,4,0,Delta(1232),UUD,\bar{\Delta}^{-}
2216,1675.000000000000,5.000000000000,10.000000000000,145.000000000000,15.000000000000,15.000000000000,1/2,0,5,0,1,4,1,N(1675),uud,N(1675)^{+}
-2216,1675.000000000000,5.000000000000,10.000000000000,145.000000000000,15.000000000000,15.000000000000,1/2,0,5,0,1,4,1,N(1675),UUD,\bar{N}(1675)^{-}
2218,1930.000000000000,20.000000000000,15.000000000000,280.000000000000,50.000000000000,50.000000000000,3/2,0,1,0,1,4,1,Delta(1950),uud,\Delta(1950)^{+}
-2218,1930.000000000000,20.000000000000,15.000000000000,280.000000000000,50.000000000000,50.000000000000,3/2,0,1,0,1,4,1,Delta(1950),UUD,\bar{\Delta}(1950)^{-}
2222,1610.000000000000,20.000000000000,20.000000000000,130.000000000000,20.000000000000,20.000000000000,3/2,0,5,0,1,4,0,Delta(1620),uuu,\Delta(1620)^{++}
-2222,1610.000000000000,20.000000000000,20.000000000000,130.000000000000,20.000000000000,20.000000000000,3/2,0,5,0,1,4,0,Delta(1620),UUU,\bar{\Delta}(1620)^{--}
2224,1232.000000000000,2.000000000000,2.000000000000,117.000000000000,3.000000000000,3.000000000000,3/2,0,1,0,1,4,0,Delta(1232),uuu,\Delta^{++}
-2224,1232.000000000000,2.000000000000,2.000000000000,117.000000000000,3.000000000000,3.000000000000,3/2,0,1,0,1,4,0,Delta(1232),UUU,\bar{\Delta}^{--}
2226,1880.000000000000,30.000000000000,25.000000000000,330.000000000000,70.000000000000,60.000000000000,3/2,0,1,0,1,4,1,Delta(1905),uuu,\Delta(1905)^{++}
-2226,1880.000000000000,30.000000000000,25.000000000000,330.000000000000,70.000000000000,60.000000000000,3/2,0,1,0,1,4,1,Delta(1905),UUU,\bar{\Delta}(1905)^{--}
2228,1930.000000000000,20.000000000000,15.000000000000,280.000000000000,50.000000000000,50.000000000000,3/2,0,1,0,1,4,1,Delta(1950),uuu,\Delta(1950)^{++}
-2228,1930.000000000000,20.000000000000,15.000000000000,280.000000000000,50.000000000000,50.000000000000,3/2,0,1,0,1,4,1,Delta(1950),UUU,\bar{\Delta}(1950)^{--}
3112,1197.449000000000,0.030000000000,0.030000000000,0.000000000004,0.000000000000,0.000000000000,1,0,1,0,1,4,0,Sigma,dds,\Sigma^-
-3112,1197.449000000000,0.030000000000,0.030000000000,0.000000000004,0.000000000000,0.000000000000,1,0,1,0,1,4,0,Sigma,DDS,\bar{\Sigma}^+
3114,1387.200000000000,0.500000000000,0.500000000000,39.400000000000,2.100000000000,2.100000000000,1,0,1,0,1,4,0,Sigma(1385),dds,\Sigma^{*-}/\Sigma(1385)^-
-3114,1387.200000000000,0.500000000000,0.500000000000,39.400000000000,2.100000000000,2.100000000000,1,0,1,0,1,4,0,Sigma(1385),DDS,\bar{\Sigma}^{*+}/\Sigma(1385)^+
3116,1775.000000000000,5.000000000000,5.000000000000,120.000000000000,15.000000000000,15.000000000000,1,0,5,0,1,4,1,Sigma(1775),dds,\Sigma(1775)^{-}
-3116,1775.000000000000,5.000000000000,5.000000000000,120.000000000000,15.000000000000,15.000000000000,1,0,5,0,1,4,1,Sigma(1775),DDS,\bar{\Sigma}(1775)^{+}
3118,2030.000000000000,10.000000000000,5.000000000000,180.000000000000,20.000000000000,30.000000000000,1,0,1,0,1,4,1,Sigma(2030),dds,\Sigma(2030)^{-}
